p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1.39593932634081e-112	1.52839640404384	0.668	0.253	2.36954154600869e-110	Astrocyte	AHCYL2
1.41060603299222e-112	1.39085304337336	0.419	0.089	2.36954154600869e-110	Astrocyte	CABLES1
2.47913802083007e-107	1.10782266379643	0.941	0.749	4.00731611782099e-105	Astrocyte	DST
3.38728110870032e-107	-1.07249624993871	0.623	0.965	5.37385875152512e-105	Astrocyte	DLGAP1
5.50392747689339e-107	0.76419104702282	0.17	0.014	8.57311758082649e-105	Astrocyte	PBXIP1
5.31270836910454e-101	1.23392238071896	0.83	0.483	8.12749510680689e-99	Astrocyte	MIR99AHG
4.31648263537462e-100	0.807232599873632	0.148	0.012	6.48759767320251e-98	Astrocyte	ZFP36L1
5.71166684965595e-99	1.10616836278421	0.302	0.05	8.43652584500043e-97	Astrocyte	DOCK1
1.73252396162057e-98	0.726724734158516	0.148	0.012	2.51568352189889e-96	Astrocyte	CDC14A
2.17030478952017e-97	1.02249675382128	0.226	0.029	3.09883352196988e-95	Astrocyte	PDLIM5
5.26189431187675e-95	1.39421651501111	0.729	0.356	7.3899423884997e-93	Astrocyte	CADM1
3.32153947398172e-92	0.625136481657652	0.109	0.006	4.58961752800022e-90	Astrocyte	AEBP1
3.99181351502515e-92	1.2963270014278	0.754	0.402	5.42823275924135e-90	Astrocyte	BAZ2B
4.79080079446904e-92	1.42440929250867	0.55	0.187	6.41293600097129e-90	Astrocyte	MT3
1.42573282357227e-90	1.30990290615548	0.737	0.379	1.87911586146825e-88	Astrocyte	CLU
5.90444061497423e-88	0.642129759226337	0.117	0.008	7.66414284067943e-86	Astrocyte	XAF1
2.37434552156681e-87	1.15468929685422	0.33	0.066	3.03597284824819e-85	Astrocyte	HTRA1
6.38779660478075e-87	0.882248302564477	0.198	0.024	8.0476843401701e-85	Astrocyte	ARHGAP31
3.4196118654594e-86	0.585945150136908	0.103	0.006	4.24577026831749e-84	Astrocyte	CDC42EP4
2.76861751494791e-85	1.12435911241238	0.291	0.053	3.3883923215084e-83	Astrocyte	ZHX2
2.05501162173362e-84	-0.843004278385758	0.631	0.958	2.47961754413971e-82	Astrocyte	ANKS1B
5.40566079256044e-84	0.93744716819458	0.263	0.044	6.43198555692573e-82	Astrocyte	MERTK
7.92967809665368e-83	1.16635022631692	0.352	0.08	9.18020976405839e-81	Astrocyte	FGD4
9.06521867156336e-79	1.10922408449818	0.341	0.077	1.03548971145711e-76	Astrocyte	LINC00511
2.83818027460109e-76	1.09028919050971	0.335	0.078	3.19930137006678e-74	Astrocyte	GLUD1
4.32040404201163e-76	1.08794532576101	0.385	0.102	4.80687031531346e-74	Astrocyte	TCF7L2
7.07357257779735e-76	0.763728236390913	0.173	0.021	7.76914054794742e-74	Astrocyte	TSC22D4
5.27044960306163e-75	0.95902804700452	0.223	0.036	5.71543566448468e-73	Astrocyte	RGMA
3.61091059339822e-74	1.14932535238056	0.749	0.435	3.86683388170531e-72	Astrocyte	WWOX
1.79267983342592e-73	0.921324159079453	0.226	0.037	1.89603557197035e-71	Astrocyte	SLC15A2
4.47294623083922e-71	0.679401370108374	0.145	0.016	4.61683498308429e-69	Astrocyte	ITGA6
1.717863102575e-70	1.14834329254089	0.514	0.192	1.75201585711429e-68	Astrocyte	OPHN1
4.1418639960545e-70	1.1213011949362	0.581	0.246	4.17451162990575e-68	Astrocyte	PHLPP1
6.52796163489715e-70	0.89002562736939	0.221	0.037	6.5029124797865e-68	Astrocyte	ADGRA3
7.97521062931043e-70	0.599035392426563	0.989	0.948	7.85329074267844e-68	Astrocyte	PCDH9
3.28287251747393e-67	0.984312885255911	0.757	0.452	3.1959510064999e-65	Astrocyte	DOCK4
5.29380111592286e-67	-1.17043425602451	0.218	0.709	5.09572968091136e-65	Astrocyte	PRKCB
2.35273218706741e-65	1.19721399858958	0.444	0.153	2.21492930182489e-63	Astrocyte	FAM184A
4.53746142392385e-65	1.19688946710862	0.525	0.217	4.22526434986474e-63	Astrocyte	ADD3
5.53455180446626e-65	1.11014303176984	0.564	0.255	5.09833390417876e-63	Astrocyte	APC
7.27823723437846e-65	1.21664911751642	0.623	0.321	6.63326153052343e-63	Astrocyte	ZHX3
7.34913659082295e-63	-1.19778456394043	0.17	0.665	6.6273740182716e-61	Astrocyte	ATP1B1
3.95795617744659e-62	0.648969941641316	0.12	0.012	3.45998067063111e-60	Astrocyte	TP53BP2
9.4391107742105e-62	1.05994834436954	0.55	0.243	8.16816787905671e-60	Astrocyte	FNBP1
8.67193204073937e-59	1.04602461582049	0.665	0.384	7.35568730623903e-57	Astrocyte	FHIT
6.32234131822203e-58	1.04040331038152	0.324	0.09	5.31014686992236e-56	Astrocyte	ANKDD1A
1.71553731484689e-56	0.738951015575302	0.168	0.026	1.42689399769838e-54	Astrocyte	NOTCH2
4.03478248751542e-56	-1.01201982438796	0.257	0.712	3.32365207409083e-54	Astrocyte	ATP2B1
2.14149392962338e-55	1.07884196421305	0.413	0.148	1.74725509476986e-53	Astrocyte	DOCK7
1.16586735789093e-53	0.869857666861935	0.265	0.064	9.4226279764638e-52	Astrocyte	PCSK5
1.4006855499034e-53	-0.744279946882057	0.534	0.886	1.12146477626378e-51	Astrocyte	FRMD4A
1.89273574392989e-53	-0.851132238553266	0.374	0.786	1.50139510354142e-51	Astrocyte	MEF2C
8.14147848440052e-53	0.810093765453428	0.257	0.062	6.39890331888617e-51	Astrocyte	SNTA1
1.85705528484988e-52	0.925176499112123	0.285	0.076	1.4332786148927e-50	Astrocyte	BMP2K
6.54573597054057e-52	0.852686907698228	0.201	0.04	4.96259469554169e-50	Astrocyte	ZFHX3
7.19713463299338e-52	-0.970281553849437	0.271	0.692	5.40858354393459e-50	Astrocyte	CHN1
2.92986672377613e-51	1.07768289220555	0.556	0.282	2.1638076053957e-49	Astrocyte	CAMK2G
2.73659813629883e-50	-0.734183933546863	0.514	0.866	2.00379796868992e-48	Astrocyte	NEGR1
3.88767998596679e-50	1.05215323429171	0.539	0.267	2.82252156269301e-48	Astrocyte	CSGALNACT1
9.35748833389355e-48	0.989574079276241	0.38	0.138	6.68046687970551e-46	Astrocyte	ZMAT1
1.60329338793017e-47	0.925804666811676	0.693	0.47	1.13515821937171e-45	Astrocyte	PRKCA
2.47649459249603e-47	0.85875348365235	0.279	0.077	1.73902698146832e-45	Astrocyte	SRGAP1
3.59630105152477e-47	0.961848389015548	0.383	0.143	2.50483830149697e-45	Astrocyte	AHCYL1
7.40050257775939e-47	-0.704025914925814	0.391	0.81	5.11291174061812e-45	Astrocyte	ANK3
8.99503902602897e-47	0.632766187439125	0.156	0.027	6.16483994687922e-45	Astrocyte	CSRP1
9.31990148218034e-47	0.525398616457442	0.115	0.015	6.33679333316183e-45	Astrocyte	CTSH
3.35643194410175e-46	-1.04708047072235	0.137	0.538	2.2641379893795e-44	Astrocyte	DNM1
4.80085096305161e-46	-0.908739883433944	0.288	0.7	3.21319454691118e-44	Astrocyte	SLC8A1
7.44916031648701e-46	0.53722707107925	0.103	0.012	4.94705088615072e-44	Astrocyte	MYO15B
1.06002078587086e-45	-0.707016765092955	0.609	0.863	6.98553697888898e-44	Astrocyte	PHACTR1
4.8189257215976e-45	0.980673536017741	0.344	0.12	3.15143027915471e-43	Astrocyte	BCKDHB
8.9783073111868e-45	0.716723393050823	0.145	0.025	5.8270574799195e-43	Astrocyte	TULP3
9.70703789079077e-45	0.847447690958648	0.277	0.08	6.20598459779138e-43	Astrocyte	STK3
2.19222388656591e-44	-0.920977679658214	0.263	0.655	1.39116903971927e-42	Astrocyte	LDB2
2.85896893946913e-44	-0.807527869270544	0.251	0.668	1.80094021356118e-42	Astrocyte	RTN3
5.28393233757922e-44	0.820636694910073	0.754	0.56	3.30419330920008e-42	Astrocyte	SORBS1
1.2062917913936e-43	0.838371271565585	0.207	0.048	7.48862447599199e-42	Astrocyte	RAB31
5.25407251045579e-43	0.961229254535442	0.486	0.237	3.21511708550534e-41	Astrocyte	FYN
6.39992961262564e-43	0.654488405121475	0.137	0.023	3.88852460931659e-41	Astrocyte	PLEKHA7
1.07342814360412e-42	-0.655286031642734	0.506	0.822	6.47609782130739e-41	Astrocyte	KALRN
1.17336919371638e-42	0.892195335936058	0.257	0.073	7.0295481696281e-41	Astrocyte	OLFM2
1.70186896656718e-42	-0.832966437549439	0.204	0.619	1.01249384976257e-40	Astrocyte	STXBP1
2.10429925004254e-42	-0.763402147316527	0.397	0.781	1.24327804655962e-40	Astrocyte	CALM1
1.33329881814437e-41	0.624078082234283	0.137	0.023	7.82354176372797e-40	Astrocyte	PPARA
1.51100773620417e-41	0.868946315883786	0.254	0.072	8.80598862317081e-40	Astrocyte	CPQ
4.4005871929076e-41	0.823107183173399	0.279	0.086	2.54728584335402e-39	Astrocyte	RHOBTB3
4.54737397920301e-41	0.582216945307819	0.137	0.023	2.61458744159948e-39	Astrocyte	ADHFE1
6.32479457867775e-41	0.995311674244483	0.475	0.235	3.61230101036882e-39	Astrocyte	ARHGAP5
1.41576706672566e-40	-0.905365894792775	0.156	0.551	8.03236851697927e-39	Astrocyte	NCALD
1.52696211198098e-40	-0.849591158006877	0.207	0.61	8.60623974561913e-39	Astrocyte	PTPRN2
1.97104517389235e-40	-0.963755586084063	0.128	0.51	1.10365647089776e-38	Astrocyte	BASP1
2.23818379926802e-40	0.772661686742627	0.179	0.039	1.24509874080059e-38	Astrocyte	MGST1
6.45153939004896e-40	-0.9779614288599	0.137	0.511	3.56582825513222e-38	Astrocyte	CAMK2N1
9.62969311617612e-40	0.841681689039324	0.578	0.343	5.26249125879018e-38	Astrocyte	ZSWIM6
9.90194004445843e-39	-0.958185785562245	0.098	0.47	5.33521511703619e-37	Astrocyte	CALM3
1.55404923577327e-38	-0.830287613638771	0.193	0.584	8.3209623767935e-37	Astrocyte	ENO2
1.66278144668021e-38	0.659300444518292	0.14	0.026	8.84785630665177e-37	Astrocyte	FUT10
7.96826079058433e-38	-0.877594683292164	0.176	0.551	4.21383272795901e-36	Astrocyte	YWHAG
1.69668609228697e-37	-0.827675955981962	0.176	0.563	8.91749064578064e-36	Astrocyte	NPTN
1.79207645336942e-37	0.60033020627044	0.123	0.021	9.36141400976572e-36	Astrocyte	MFGE8
1.81244428150615e-37	-0.745026276370554	0.408	0.76	9.41043039979587e-36	Astrocyte	OXR1
3.30198823327276e-37	0.779844241494455	0.215	0.058	1.70410440930408e-35	Astrocyte	PELI2
3.69134988161792e-37	-1.15062074891347	0.109	0.463	1.89364038537849e-35	Astrocyte	ENC1
4.4802961603912e-37	0.789913773769103	0.693	0.528	2.28468435750425e-35	Astrocyte	FMNL2
7.30784399659181e-37	-0.746780958590307	0.274	0.658	3.70451476442616e-35	Astrocyte	APP
9.82846843253892e-37	1.01165039067881	0.416	0.194	4.9529699447977e-35	Astrocyte	EPHB1
2.1656612085253e-36	0.912121778648194	0.268	0.088	1.07867555659513e-34	Astrocyte	TPCN1
7.91247057593887e-36	-0.95327167584017	0.095	0.447	3.91827372393459e-34	Astrocyte	TUBA1B
1.17760427371197e-35	-0.796175662268968	0.204	0.584	5.79800908786807e-34	Astrocyte	SLC2A13
2.0802720854418e-35	0.800099414065837	0.43	0.193	1.01838234034171e-33	Astrocyte	RBMS3
2.46242416886517e-35	0.569968672403317	0.126	0.023	1.19861294628795e-33	Astrocyte	TGFBR3
3.81116894354102e-35	-0.705261020176785	0.249	0.639	1.84464883272971e-33	Astrocyte	KIF5C
5.12661893058007e-35	0.89002142060814	0.536	0.314	2.46740136956626e-33	Astrocyte	MYO6
1.238281431172e-34	0.863380387926643	0.581	0.372	5.8935316782503e-33	Astrocyte	ABLIM1
1.90619515900899e-34	0.850840009559261	0.271	0.092	9.02230603714365e-33	Astrocyte	MCC
2.37310316594687e-34	-0.708784295938887	0.282	0.658	1.11094944386158e-32	Astrocyte	PLEKHA5
4.52737855373618e-34	0.638942024303074	0.682	0.462	2.09654335512745e-32	Astrocyte	PDE4B
1.56959757752245e-33	0.5542192793388	0.117	0.021	7.22943142292196e-32	Astrocyte	SDC2
7.64626366589661e-33	-0.808010861523811	0.232	0.586	3.48956311671893e-31	Astrocyte	GNAS
7.65773159732882e-33	-0.655577729749352	0.466	0.767	3.48956311671893e-31	Astrocyte	R3HDM1
1.07570380252206e-32	0.940595894709256	0.425	0.216	4.85029182958235e-31	Astrocyte	ASPH
1.32105960003729e-32	-0.883957350853972	0.087	0.413	5.9254018814238e-31	Astrocyte	TSPYL1
1.5927434945203e-32	0.816540661493926	0.223	0.068	7.10678829039345e-31	Astrocyte	RASSF8
1.73388666007741e-32	0.773769142109254	0.249	0.081	7.65680774066143e-31	Astrocyte	KAT2B
2.87126286868518e-32	-0.581714278806115	0.469	0.794	1.26144148697569e-30	Astrocyte	NBEA
3.49260321890983e-32	-0.766010983093446	0.168	0.52	1.52416966098362e-30	Astrocyte	TSC22D1
3.50486078223152e-32	-0.811387765760304	0.109	0.445	1.52416966098362e-30	Astrocyte	IDS
8.79566867053925e-32	0.750107041158939	0.229	0.072	3.78655746233717e-30	Astrocyte	FGGY
1.41099046051124e-31	-0.622411064091786	0.31	0.675	6.04397763759989e-30	Astrocyte	HSP90AB1
1.46529452198949e-31	0.824226508745423	0.606	0.428	6.2258932786623e-30	Astrocyte	PSD3
1.46799397956085e-31	0.813954719057482	0.288	0.108	6.2258932786623e-30	Astrocyte	SLC27A1
2.61605876571254e-31	-0.865531524760006	0.115	0.441	1.10402834708667e-29	Astrocyte	NCDN
3.04639545588122e-31	-0.71254650853739	0.193	0.543	1.27933675835953e-29	Astrocyte	AFF3
3.66739163484108e-31	0.803832138387233	0.279	0.103	1.53261190905773e-29	Astrocyte	SFMBT2
6.50521955023029e-31	-0.50684552711465	0.626	0.872	2.7053502857681e-29	Astrocyte	DOCK3
7.64226550124909e-31	-0.663641162473414	0.279	0.626	3.16286418112082e-29	Astrocyte	TANC2
1.37082923612557e-30	-0.810210836844451	0.293	0.62	5.61908806980275e-29	Astrocyte	DAB1
1.85637686396063e-30	-0.754184933675533	0.148	0.484	7.57313361597655e-29	Astrocyte	HECW2
4.833458570696e-30	0.761576532825135	0.179	0.049	1.95321884788456e-28	Astrocyte	PRDX6
5.34585781134142e-30	-0.684056868975004	0.218	0.566	2.15013914881511e-28	Astrocyte	CACNB4
5.52150143692186e-30	-0.598374736648352	0.466	0.761	2.21040667336961e-28	Astrocyte	PPP3CA
6.54267253186497e-30	-0.716363132988341	0.344	0.661	2.60702677118545e-28	Astrocyte	FAM19A2
8.3726878897299e-30	0.790825659294175	0.355	0.155	3.32077857182019e-28	Astrocyte	DPH6
1.49085731276107e-29	-0.708098865536991	0.207	0.542	5.83204319562743e-28	Astrocyte	YWHAB
2.07691489486094e-29	0.794083931285413	0.201	0.061	8.08769541103347e-28	Astrocyte	PREX1
2.08967801321514e-29	-0.758403090641838	0.131	0.46	8.10057535711046e-28	Astrocyte	RCAN2
4.5287504398423e-29	0.901111164019086	0.366	0.174	1.74682616771596e-27	Astrocyte	LPP
4.54700870083645e-29	-0.459296167532341	0.765	0.928	1.74682616771596e-27	Astrocyte	PLCB1
8.66754994525225e-29	-0.763358653835594	0.134	0.445	3.314950909865e-27	Astrocyte	ATP1A1
1.08599562508316e-28	0.725120826006015	0.182	0.052	4.13498867559441e-27	Astrocyte	EGLN3
1.84336535006896e-28	-0.668075348790802	0.257	0.591	6.98765971417734e-27	Astrocyte	FBXW7
2.2401498853028e-28	-0.759438032958814	0.115	0.42	8.45434540413614e-27	Astrocyte	MICAL2
3.29162621582039e-28	-0.629287049411475	0.24	0.581	1.23681411363743e-26	Astrocyte	PREPL
4.53882201102247e-28	0.593524954850089	0.151	0.038	1.69799511652531e-26	Astrocyte	GPSM2
4.57044113402522e-28	0.719360892530768	0.176	0.05	1.70238996500844e-26	Astrocyte	ZNF521
4.77420391074341e-28	-0.762177998471698	0.126	0.437	1.77058895685449e-26	Astrocyte	EIF4A2
5.83745163035431e-28	0.896612837050052	0.43	0.24	2.15557966022609e-26	Astrocyte	CEP85L
9.3147727447739e-28	-0.670955698027459	0.19	0.514	3.42487803023511e-26	Astrocyte	KHDRBS3
4.78353268810266e-27	-0.747658269020058	0.131	0.44	1.75130446747759e-25	Astrocyte	NSF
4.84562454963742e-27	0.759366478832236	0.17	0.048	1.76648789432952e-25	Astrocyte	TESK2
5.31532808134682e-27	-0.740297552547921	0.142	0.447	1.92950913868213e-25	Astrocyte	ITPR1
6.79875481013107e-27	0.685632926331983	0.159	0.043	2.45759208685202e-25	Astrocyte	SLC25A33
7.97894536886474e-27	-0.737581829789154	0.109	0.408	2.87208508298589e-25	Astrocyte	PAK1
8.48989743723251e-27	0.687116943189489	0.187	0.056	3.04321972153853e-25	Astrocyte	DOCK5
1.00091441926974e-26	-0.785553870682695	0.173	0.471	3.57284742911827e-25	Astrocyte	LMO4
1.24437213956761e-26	0.709313364375068	0.494	0.312	4.42345897081981e-25	Astrocyte	SPAG9
1.38024883404349e-26	-0.685238702435773	0.221	0.533	4.86608714454755e-25	Astrocyte	NELL2
1.64523684581826e-26	0.698856870025057	0.201	0.065	5.77653445005126e-25	Astrocyte	PLEKHG1
2.39881133332894e-26	-0.707877255380184	0.156	0.462	8.35390922464594e-25	Astrocyte	FMN1
2.7210265902717e-26	0.737023730504724	0.514	0.326	9.43766591046869e-25	Astrocyte	SCD5
6.96059549101391e-26	0.71766096811703	0.187	0.058	2.39483620769141e-24	Astrocyte	RFX2
1.18350782301448e-25	-0.670954064699197	0.14	0.44	4.05564460790603e-24	Astrocyte	MIAT
1.39192209224474e-25	0.752600457546291	0.318	0.144	4.75083528456602e-24	Astrocyte	PTPN13
2.09583101745686e-25	0.705461500166453	0.215	0.074	7.09683174962568e-24	Astrocyte	SPATA6
2.15450218190095e-25	0.513883265344859	0.821	0.761	7.26677960328561e-24	Astrocyte	MAPK10
3.86032197648265e-25	-0.478205822545941	0.472	0.781	1.29691679892262e-23	Astrocyte	AHI1
4.51371075629478e-25	0.618184721617312	0.156	0.044	1.51050625192099e-23	Astrocyte	MTSS1L
4.81443455613365e-25	-0.722986182457337	0.081	0.356	1.60487396273918e-23	Astrocyte	KIFC2
5.06056061132205e-25	-0.548094796209881	0.335	0.661	1.6803807270231e-23	Astrocyte	AKAP6
6.09398313308322e-25	0.56911049643796	0.67	0.539	2.01572021239861e-23	Astrocyte	CHD9
6.62004702132429e-25	0.551998015058685	0.134	0.034	2.18130549352636e-23	Astrocyte	WFS1
7.14479125649554e-25	0.582141841246507	0.168	0.049	2.34518876223744e-23	Astrocyte	PTAR1
9.30587087297614e-25	0.693374769343872	0.257	0.101	3.04287770109872e-23	Astrocyte	GOLIM4
1.33549751872487e-24	-0.807447494226253	0.106	0.381	4.35026891365626e-23	Astrocyte	MCTP1
1.7166316608406e-24	-0.706999927758684	0.12	0.401	5.54957865600807e-23	Astrocyte	YWHAH
1.9681938845917e-24	0.678217011479686	0.232	0.086	6.33891616890867e-23	Astrocyte	RAD51B
2.62816248352826e-24	0.508602830493553	0.101	0.021	8.43275954920848e-23	Astrocyte	SUCLG2
3.4502438894289e-24	-0.705082836698209	0.128	0.412	1.10291938062453e-22	Astrocyte	HSPH1
4.57551273142588e-24	-0.732872680346321	0.117	0.395	1.45719024424258e-22	Astrocyte	HOMER1
6.05486440583642e-24	-0.644090270020767	0.128	0.421	1.92118605054817e-22	Astrocyte	ADAM22
7.21274483148987e-24	-0.692595358689751	0.106	0.386	2.28013228676656e-22	Astrocyte	EPB41L3
8.08339018834249e-24	0.485505856485465	0.115	0.026	2.54597072586508e-22	Astrocyte	FAXDC2
1.46139959628013e-23	-0.672308122513114	0.187	0.482	4.55265830593887e-22	Astrocyte	HDAC9
1.48432284847123e-23	0.613426936617877	0.14	0.038	4.60731660972937e-22	Astrocyte	VEGFA
1.64497816011149e-23	0.646821331197175	0.209	0.074	5.08755519771667e-22	Astrocyte	TBL1X
1.74494639425821e-23	-0.640167196702799	0.12	0.406	5.37732221568709e-22	Astrocyte	FRY
3.69827571023767e-23	-0.577976316162637	0.274	0.579	1.13559598600739e-21	Astrocyte	ROCK2
5.84383380993214e-23	-0.505077469016634	0.464	0.751	1.78800443748888e-21	Astrocyte	RTN4
5.87240140683236e-23	-0.679321887442276	0.148	0.427	1.79035099118622e-21	Astrocyte	SERPINI1
6.16822295773263e-23	0.697798215008308	0.609	0.479	1.87387113754948e-21	Astrocyte	MKLN1
9.70753924710944e-23	-0.706787966561629	0.059	0.309	2.93867451342709e-21	Astrocyte	TOMM20
1.0537571794337e-22	-0.683816583105744	0.081	0.341	3.1787104775382e-21	Astrocyte	SV2A
1.38744916514494e-22	0.627079917469084	0.184	0.062	4.17062350799885e-21	Astrocyte	RNF213
1.39496759302351e-22	-0.541901987636025	0.14	0.425	4.17856201728407e-21	Astrocyte	GLS
2.37885876055736e-22	0.668283592964356	0.296	0.134	7.07627882003295e-21	Astrocyte	CHST11
2.7791527377841e-22	0.597523193691846	0.14	0.039	8.21000051882634e-21	Astrocyte	FADS2
3.10848936877357e-22	-0.565409681527982	0.277	0.579	9.15134997329319e-21	Astrocyte	RASAL2
3.62440137536745e-22	-0.63474299756337	0.12	0.395	1.06336460899907e-20	Astrocyte	C16orf45
3.95583715556444e-22	0.728197626896528	0.235	0.093	1.1566435806048e-20	Astrocyte	SH3RF1
4.15012319724465e-22	-0.553278668645793	0.321	0.624	1.20932331397262e-20	Astrocyte	MAN1A2
5.09045092751554e-22	0.66203754782107	0.237	0.095	1.47830146088223e-20	Astrocyte	MTUS1
7.46217359874551e-22	0.500310347274734	0.128	0.034	2.15974463582611e-20	Astrocyte	EPS8
1.42274711918067e-21	0.701297132461907	0.304	0.148	4.10393083165684e-20	Astrocyte	KIAA1958
1.6367854547601e-21	-0.661894156488068	0.115	0.376	4.70548355400328e-20	Astrocyte	SERINC1
3.05059355553397e-21	-0.730989131479495	0.067	0.311	8.71147833008651e-20	Astrocyte	TMSB4X
3.83092915748234e-21	0.748084799241757	0.38	0.216	1.0903511658522e-19	Astrocyte	NEO1
4.67666220560864e-21	-0.657882350051367	0.059	0.292	1.3266544740215e-19	Astrocyte	PGM2L1
4.85513244527187e-21	0.595800128145713	0.623	0.505	1.37273662239749e-19	Astrocyte	NCOA1
6.89020286134699e-21	-0.702846342724186	0.137	0.393	1.94172262872236e-19	Astrocyte	STMN1
6.98814868997797e-21	-0.690622264306264	0.039	0.266	1.96286786318168e-19	Astrocyte	CDK5R1
1.05320430081234e-20	0.590217331345815	0.749	0.69	2.9390232068597e-19	Astrocyte	SYNE1
1.30693468422097e-20	-0.632005623936561	0.148	0.412	3.63523033757177e-19	Astrocyte	KLC1
1.39664250720497e-20	-0.707405151109009	0.056	0.284	3.87218005152911e-19	Astrocyte	PDP1
2.41556763970047e-20	0.631172303894656	0.218	0.087	6.67553805461741e-19	Astrocyte	SLC1A4
2.50245444696897e-20	-0.599854824767365	0.212	0.487	6.89341712128076e-19	Astrocyte	AK5
2.55669486475723e-20	-0.682590082282502	0.039	0.258	7.02025798281257e-19	Astrocyte	DMTN
2.64838395951865e-20	-0.573420032313154	0.151	0.419	7.24878766172406e-19	Astrocyte	ADAM23
3.42364924726075e-20	-0.661346469708265	0.073	0.307	9.31123907977234e-19	Astrocyte	TUBB2A
