p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
3.57854940342809e-68	0.401080522609492	0.519	0.348	1.44714964885883e-66	Erythrocyte	RPS12
4.20720223928605e-67	0.427088483366682	0.264	0.134	1.66478540221212e-65	Erythrocyte	SNRPG
6.66717823156777e-66	0.400929736814296	0.156	0.063	2.58265430443889e-64	Erythrocyte	NDUFA6
2.50853771765411e-65	0.295553705539533	0.882	0.818	9.61606125100742e-64	Erythrocyte	MT-CO3
4.39067740914122e-65	-1.06269660613546	0.047	0.158	1.66574153254017e-63	Erythrocyte	CTSS
5.14681993749633e-65	0.387154016325252	0.311	0.169	1.9425946020499e-63	Erythrocyte	RPL38
1.28579619829711e-63	-0.958586103098543	0.088	0.208	4.70818906441131e-62	Erythrocyte	PADI4
1.43685213999415e-63	-1.16024843919584	0.112	0.234	5.21876000707911e-62	Erythrocyte	CD74
2.11190711680954e-63	0.397780649921591	0.116	0.04	7.58226164864303e-62	Erythrocyte	NHP2
2.67020206956196e-63	0.396887054479643	0.143	0.056	9.54013943299806e-62	Erythrocyte	PRDX3
3.12684167569266e-63	0.437914286035557	0.339	0.197	1.11176592913517e-61	Erythrocyte	RPL7A
1.66856915037271e-62	0.367720931609809	0.55	0.401	5.87591815633643e-61	Erythrocyte	RPS27A
4.68322251068938e-62	0.337258740501897	0.546	0.386	1.64135798469875e-60	Erythrocyte	RPS29
5.69815919789051e-62	0.390947027965826	0.277	0.147	1.98760434580446e-60	Erythrocyte	RPL29
1.66512896852412e-61	0.428058928412014	0.481	0.326	5.70016242248258e-60	Erythrocyte	RPS17
1.88989884778004e-61	0.415229541362251	0.113	0.04	6.43965533317644e-60	Erythrocyte	SNRPB
2.6224934040028e-61	0.440761144570103	0.356	0.213	8.89472417210166e-60	Erythrocyte	RPL12
5.37950184651506e-61	0.359428956004894	0.135	0.052	1.80790564339502e-59	Erythrocyte	HSPA8
7.34485097451228e-61	0.414967238549938	0.181	0.082	2.45718650783683e-59	Erythrocyte	LDHB
7.58161346779749e-61	-0.627332477147934	0.322	0.426	2.52491742637962e-59	Erythrocyte	CFL1
1.74436031351149e-60	0.393833859748511	0.304	0.17	5.78310446281286e-59	Erythrocyte	RPL41
3.73942379341859e-60	-0.80963072182037	0.131	0.254	1.217794651308e-58	Erythrocyte	ARPC5
8.16462114267543e-60	0.397356094740849	0.457	0.304	2.64720755991591e-58	Erythrocyte	RPL36
1.43383196607297e-58	-0.824823371800115	0.118	0.237	4.60829837130877e-57	Erythrocyte	LAPTM5
2.38993883917408e-58	0.467129702764253	0.106	0.037	7.54933470228379e-57	Erythrocyte	PRDX6
3.57532845892202e-58	-0.864982967811557	0.094	0.209	1.12454775460111e-56	Erythrocyte	LCP1
1.23507531986673e-57	0.353603592903438	0.529	0.379	3.80341186369001e-56	Erythrocyte	RPL27A
2.57153491432794e-57	0.386088368242537	0.453	0.301	7.88604040393901e-56	Erythrocyte	RPS8
5.35550742915406e-57	0.35392058456366	0.107	0.038	1.63554085803211e-55	Erythrocyte	CAST
2.83516882704165e-56	0.365566584948249	0.187	0.087	8.58717801112204e-55	Erythrocyte	ANP32B
3.21428851480328e-56	0.384222129575859	0.112	0.041	9.69555879875087e-55	Erythrocyte	HSP90AB1
3.31143368355275e-56	0.337049053878284	0.49	0.333	9.94781710650948e-55	Erythrocyte	RPL13
8.64903461405159e-56	-0.838416511409496	0.082	0.193	2.57720221698056e-54	Erythrocyte	CAP1
1.33018751005677e-55	0.358966899150302	0.294	0.163	3.9004701490111e-54	Erythrocyte	RBX1
3.64453563209702e-55	0.360465354268232	0.108	0.039	1.04780399422789e-53	Erythrocyte	PEBP1
7.63394494099741e-55	-0.686545845365164	0.18	0.3	2.17774553355585e-53	Erythrocyte	HLA-A
7.83306838206762e-55	-0.888681064490778	0.071	0.176	2.22592213482694e-53	Erythrocyte	CYBB
8.71872434993919e-55	0.346392051278966	0.33	0.193	2.46806966213663e-53	Erythrocyte	UQCRQ
4.44846584497356e-54	0.332532450135667	0.534	0.39	1.24964536713761e-52	Erythrocyte	RPS3A
4.64572414693319e-54	0.373142618939026	0.103	0.037	1.30009618712655e-52	Erythrocyte	MRPL27
6.36178152239735e-54	-0.893242682839884	0.075	0.18	1.76689479263564e-52	Erythrocyte	CARD16
7.61418360346588e-54	-0.722647274950887	0.21	0.324	2.10678162862815e-52	Erythrocyte	TSPO
1.60360146380716e-53	0.338099346981916	0.133	0.054	4.38754898647609e-52	Erythrocyte	PTGES3
2.4922667224428e-53	0.354159639554953	0.193	0.093	6.76866534213248e-52	Erythrocyte	TIMM8B
2.86160205547579e-53	-0.780590332001678	0.167	0.279	7.71479528509225e-52	Erythrocyte	HLA-C
2.93973101428781e-53	0.336531297586218	0.548	0.406	7.89650374640813e-52	Erythrocyte	RPL32
3.08627972575367e-53	0.354429819073633	0.204	0.101	8.26000682965346e-52	Erythrocyte	LSM5
3.34538386689857e-53	-0.705309364438013	0.161	0.279	8.92102364506285e-52	Erythrocyte	AIF1
7.22727768439639e-53	-0.76982318259019	0.099	0.21	1.91340876824307e-51	Erythrocyte	CYSTM1
1.0413065828363e-52	0.337020879623882	0.245	0.131	2.73714873202686e-51	Erythrocyte	SNRPD2
1.81299280407116e-52	0.406154713504293	0.45	0.31	4.71506255758437e-51	Erythrocyte	RPS26
2.26987716485209e-52	0.356707823426339	0.515	0.377	5.86185822221451e-51	Erythrocyte	RPS23
3.42167750125421e-52	0.323023810025452	0.258	0.14	8.80543580742341e-51	Erythrocyte	RPS7
3.98769300996473e-52	0.355950639921683	0.123	0.049	1.02262789384461e-50	Erythrocyte	GTF3C6
4.73528980278902e-52	-0.753978080589119	0.117	0.228	1.2101296162683e-50	Erythrocyte	PLAC8
5.51522531079078e-52	0.257922975457748	0.858	0.791	1.39972614784207e-50	Erythrocyte	MT-CO1
8.58959998605564e-52	0.372572260856472	0.168	0.078	2.15766061083172e-50	Erythrocyte	NDUFB6
9.83595812302663e-52	0.323193678006318	0.238	0.125	2.46233509474408e-50	Erythrocyte	POMP
2.94366099500126e-51	0.314678463815141	0.579	0.447	7.31937328486799e-50	Erythrocyte	RPL21
5.75282712235081e-51	0.292319904115147	0.149	0.066	1.41608052242482e-49	Erythrocyte	SRSF7
9.12639413652957e-51	0.292909606693458	0.125	0.051	2.23157012773613e-49	Erythrocyte	ERH
9.72886021522938e-51	0.354171980365871	0.108	0.041	2.3710069928506e-49	Erythrocyte	CYCS
1.55197298734433e-50	0.277204676951359	0.262	0.144	3.75740828514944e-49	Erythrocyte	STMN1
1.00599052802984e-49	0.364291141064237	0.105	0.04	2.39614572372156e-48	Erythrocyte	PPDPF
1.32337723377213e-49	0.293438276555218	0.195	0.097	3.13185094551862e-48	Erythrocyte	PSMB1
1.71775175776078e-49	0.297927838568943	0.238	0.127	4.05213235164082e-48	Erythrocyte	RPL23A
2.63921540147353e-49	0.312111250532745	0.369	0.23	6.2059505926023e-48	Erythrocyte	RPS25
4.51014197984492e-49	0.439447005279345	0.126	0.053	1.05046344847021e-47	Erythrocyte	BNIP3L
6.96191287099747e-49	0.312486907224919	0.485	0.339	1.61639365080572e-47	Erythrocyte	RPS15
3.60020429378052e-48	0.284752396455264	0.127	0.054	8.25467401938462e-47	Erythrocyte	NDUFAB1
3.66431090582476e-48	0.355402201692829	0.413	0.275	8.3755677847423e-47	Erythrocyte	RPL5
5.51069583895757e-48	0.311259457143302	0.103	0.039	1.24413255750699e-46	Erythrocyte	CD82
1.13944317750783e-47	0.317778924160021	0.114	0.046	2.55679932513952e-46	Erythrocyte	SNRPF
1.58056299190021e-47	0.359143351634114	0.239	0.132	3.53584912473724e-46	Erythrocyte	RPL10A
2.02112525615788e-47	-0.867896620955265	0.056	0.147	4.49410328861691e-46	Erythrocyte	MSRB1
3.77779185596009e-47	0.305247475237842	0.173	0.084	8.34971413209198e-46	Erythrocyte	EIF2S2
8.26348950039407e-47	0.287477261886035	0.194	0.098	1.80472649029378e-45	Erythrocyte	ANAPC11
1.17617444276873e-46	-0.787476719230104	0.093	0.192	2.55358227102591e-45	Erythrocyte	LTA4H
1.56245910705256e-46	-0.750748592149714	0.084	0.183	3.3624850958792e-45	Erythrocyte	ITGB2
1.75744164797328e-46	0.30843606491192	0.319	0.193	3.77107012509719e-45	Erythrocyte	RPL6
5.04694933749134e-46	0.370036329450255	0.518	0.376	1.07357072612533e-44	Erythrocyte	MT-ND1
5.33687379341641e-46	0.294747116045619	0.516	0.38	1.1319709256353e-44	Erythrocyte	PTMA
6.75189843373344e-46	0.295485757180282	0.154	0.072	1.42798771472064e-44	Erythrocyte	SSBP1
1.2346518295884e-45	-0.328373907973878	0.524	0.611	2.60373566354459e-44	Erythrocyte	SRGN
1.42133007006298e-45	0.282451963775915	0.154	0.072	2.98033883637138e-44	Erythrocyte	HNRNPC
3.41242841607301e-45	0.325123638779128	0.497	0.359	7.09476642437779e-44	Erythrocyte	RPL35A
8.10921383512888e-45	0.299547431362514	0.105	0.042	1.67651162434125e-43	Erythrocyte	TPRKB
2.31975485940798e-44	0.298404422502194	0.411	0.275	4.7691049623583e-43	Erythrocyte	RPL13A
8.47807022590246e-44	0.312606220454812	0.462	0.324	1.7095505989765e-42	Erythrocyte	RPS20
1.00596025880061e-43	0.264859584239294	0.157	0.075	2.01740258985627e-42	Erythrocyte	NDUFC1
1.48750099839649e-43	0.278837810654285	0.136	0.062	2.9669396607583e-42	Erythrocyte	NDUFB11
3.67691505160319e-43	-0.920162613954916	0.067	0.156	7.25525329217144e-42	Erythrocyte	LGALS1
1.59979262103542e-42	0.303568605092066	0.103	0.042	3.12320257050946e-41	Erythrocyte	SSB
1.71939164366615e-42	0.279412393629029	0.139	0.065	3.34781018449283e-41	Erythrocyte	NDUFB4
3.12060844085182e-42	0.26946734353273	0.27	0.158	6.06007338381778e-41	Erythrocyte	RPS10
4.16782696960024e-42	0.27080598562813	0.225	0.124	8.05123530085506e-41	Erythrocyte	NDUFS5
4.41459710545543e-42	0.273683559329036	0.23	0.128	8.50561117700312e-41	Erythrocyte	PPIA
4.88429933059042e-42	-0.718346672963639	0.081	0.173	9.36157371696496e-41	Erythrocyte	C1orf162
1.3495347477603e-41	0.274199604510822	0.238	0.134	2.55994220193707e-40	Erythrocyte	COX7B
2.47668790268727e-41	0.265357895841443	0.12	0.053	4.65010789892304e-40	Erythrocyte	SLC25A5
4.20126115132907e-41	0.258220782792063	0.239	0.135	7.83880424888288e-40	Erythrocyte	UQCRH
6.96528223870429e-41	0.293302802946266	0.452	0.317	1.28805219288602e-39	Erythrocyte	RPS4X
8.06171014843828e-41	0.309379132697122	0.367	0.242	1.48335466731264e-39	Erythrocyte	RPS28
1.34960590905317e-40	0.267045541997936	0.247	0.141	2.45868799273052e-39	Erythrocyte	NDUFB9
1.83377253693998e-40	0.280932370395622	0.353	0.228	3.33248540046377e-39	Erythrocyte	RPL18
1.27772774418156e-39	0.252337359934546	0.745	0.633	2.30492063656281e-38	Erythrocyte	MT-ND4
1.39216542014008e-39	0.259593004624753	0.463	0.325	2.4930261538275e-38	Erythrocyte	RPS11
2.54823255118683e-39	-0.75347004134231	0.084	0.171	4.50841143671517e-38	Erythrocyte	HLA-E
8.59771633096076e-39	-0.706761659080729	0.083	0.169	1.49950692407278e-37	Erythrocyte	ARPC1B
1.40687863908532e-38	0.32019490565549	0.426	0.296	2.44212895841225e-37	Erythrocyte	RPS15A
3.39963146666629e-38	0.272719131229345	0.314	0.198	5.81890409178231e-37	Erythrocyte	BTF3
4.04485920499652e-38	0.285266769267695	0.133	0.064	6.90723056816112e-37	Erythrocyte	SNRPC
1.22308790329887e-37	-0.577655497328096	0.149	0.245	2.07896696727014e-36	Erythrocyte	NKG7
1.78121195693313e-37	0.263690631914677	0.39	0.264	2.98626879340042e-36	Erythrocyte	RPL37
2.02371449840963e-37	0.288383201351186	0.158	0.081	3.38512243370339e-36	Erythrocyte	COX5A
7.05615927557063e-37	-0.765263352410521	0.054	0.13	1.15922616670089e-35	Erythrocyte	RAB31
1.05512194553243e-36	-0.783840358411163	0.053	0.129	1.72955401316674e-35	Erythrocyte	FOS
1.3449390355041e-36	-0.743049740512361	0.067	0.146	2.19972251140226e-35	Erythrocyte	RAC2
1.30608960845287e-35	-0.590454311781008	0.252	0.33	2.09429619133184e-34	Erythrocyte	CALM1
1.32085296550924e-35	-0.535766747730966	0.192	0.283	2.11336474481479e-34	Erythrocyte	CD63
4.48048686738438e-35	-0.586902652618064	0.235	0.317	7.10697916895453e-34	Erythrocyte	ARPC3
5.76858905216163e-35	-0.712543775503709	0.078	0.158	9.07196910767299e-34	Erythrocyte	RGL4
5.92333961991925e-35	-0.687828507038879	0.062	0.139	9.29547539501188e-34	Erythrocyte	GRN
7.36552906667942e-35	-0.68716496495713	0.088	0.169	1.15341050916512e-33	Erythrocyte	EMB
1.68834839105862e-34	-0.760442805893499	0.061	0.135	2.59963266907771e-33	Erythrocyte	APMAP
4.2886674343085e-34	-0.655503791083935	0.091	0.173	6.52160998275012e-33	Erythrocyte	HCST
2.02698586050807e-33	0.289531511311625	0.132	0.067	3.04461549659987e-32	Erythrocyte	AP2S1
9.16274999385949e-33	-0.588777150023494	0.148	0.233	1.35963387005657e-31	Erythrocyte	CYBA
3.05830343633991e-32	0.252148186455697	0.417	0.299	4.47497282136417e-31	Erythrocyte	RPL26
5.37892629996528e-32	-0.752671600161804	0.043	0.108	7.82389279994949e-31	Erythrocyte	PYGL
2.35778031210875e-31	0.266641672538042	0.124	0.062	3.3761212251207e-30	Erythrocyte	CALM3
3.13340927955825e-31	-0.642380816352103	0.072	0.146	4.44352452746603e-30	Erythrocyte	CAPG
4.50747852192413e-31	0.288445644956386	0.318	0.212	6.35537201558652e-30	Erythrocyte	RPL23
4.09218061892295e-30	-0.676105045001105	0.062	0.131	5.62961670192017e-29	Erythrocyte	RAB27A
1.72281310476273e-29	0.304949730077399	0.111	0.055	2.33515735746845e-28	Erythrocyte	CCNDBP1
1.29776591382878e-28	0.266516519006113	0.42	0.314	1.6935384974787e-27	Erythrocyte	CALM2
2.94697505630718e-28	0.285677524438961	0.108	0.054	3.79855278711398e-27	Erythrocyte	SRSF2
6.77290429418941e-28	-0.661618582367626	0.044	0.105	8.56504735485121e-27	Erythrocyte	FGR
1.27645935766835e-26	-0.576581827740866	0.184	0.256	1.53508837784952e-25	Erythrocyte	YWHAB
2.12329372242281e-26	-0.61389233861417	0.044	0.102	2.53832225932643e-25	Erythrocyte	CLEC12A
4.1703195655633e-26	-0.661255781172934	0.049	0.108	4.91883846194646e-25	Erythrocyte	LITAF
1.49161467488991e-25	-0.58471476061887	0.051	0.11	1.70205953599841e-24	Erythrocyte	NCF4
9.2826384562135e-25	-0.594175638395737	0.05	0.107	1.02891896141162e-23	Erythrocyte	CMTM6
3.3468590315417e-24	-0.722711457000669	0.058	0.116	3.61716335861188e-23	Erythrocyte	HLA-DRA
6.28845074005289e-24	-0.337731132079173	0.416	0.473	6.6786432102149e-23	Erythrocyte	GAPDH
1.00928364708027e-23	-0.503322211516483	0.079	0.143	1.06270781724046e-22	Erythrocyte	PKM
6.86758795827182e-23	-0.573111976773027	0.111	0.176	6.94305595781327e-22	Erythrocyte	PSAP
3.00525907379253e-22	-0.600415677178622	0.054	0.109	2.92963003749842e-21	Erythrocyte	PSMB9
5.35527891023701e-22	0.294633368965944	0.465	0.37	5.1121728637282e-21	Erythrocyte	MT-ND3
4.22037114287646e-21	0.290916531640491	0.115	0.065	3.90716120900261e-20	Erythrocyte	MT-ND4L
4.54363895418895e-21	-0.618878355090566	0.062	0.114	4.20115360588325e-20	Erythrocyte	ACTR2
6.69049630914435e-21	-0.575169425122966	0.051	0.102	6.12463343722667e-20	Erythrocyte	GSN
2.13715041875344e-20	-0.275315721091868	0.518	0.542	1.91123050814402e-19	Erythrocyte	TPT1
3.18333157288588e-20	-0.570437537170006	0.061	0.113	2.82621476193487e-19	Erythrocyte	DBI
4.17254399715771e-20	-0.4447606347075	0.125	0.187	3.69553836571368e-19	Erythrocyte	SERPINB1
4.58827702004885e-20	-0.576712053250508	0.066	0.118	4.05886044081244e-19	Erythrocyte	RTN3
4.23303672196955e-19	-0.509384782637484	0.097	0.153	3.59344293814254e-18	Erythrocyte	TKT
1.75022661968167e-17	-0.478955468707743	0.069	0.118	1.36458346619249e-16	Erythrocyte	CTSD
2.32213283265798e-17	-0.342499227207097	0.371	0.404	1.78775080003794e-16	Erythrocyte	OAZ1
8.80567978815584e-17	-0.46620558632863	0.198	0.249	6.58636211797022e-16	Erythrocyte	COMMD6
3.17501261433646e-16	-0.553620448913369	0.075	0.121	2.30910008315379e-15	Erythrocyte	EMP3
8.04602381557525e-15	-0.523218770821106	0.124	0.171	5.417999568402e-14	Erythrocyte	DAZAP2
4.75883663914209e-14	-0.503684838087154	0.094	0.138	3.08590640212209e-13	Erythrocyte	PRR13
4.04056312840205e-13	-0.503408663491796	0.117	0.16	2.49693909530135e-12	Erythrocyte	RHOA
1.10033606527168e-12	-0.365802559964656	0.113	0.158	6.62722867463139e-12	Erythrocyte	ENO1
2.56064300772208e-12	-0.428523861084659	0.122	0.164	1.50891373393391e-11	Erythrocyte	PGK1
3.13513317018545e-12	-0.424416480607511	0.082	0.122	1.83568656583651e-11	Erythrocyte	LDHA
3.24684196251617e-11	-0.495781089100377	0.129	0.167	1.79810059022716e-10	Erythrocyte	FKBP1A
4.12106455059574e-11	-0.489833734712356	0.08	0.116	2.26440177172916e-10	Erythrocyte	CAPZB
2.51032612171191e-10	-0.487453419998232	0.139	0.174	1.30572439970316e-09	Erythrocyte	ATP6V0E1
1.07479530244721e-09	-0.452359252585067	0.073	0.105	5.29484165061008e-09	Erythrocyte	ACTR3
2.84535242781222e-09	-0.356581502134526	0.139	0.175	1.35633379978614e-08	Erythrocyte	GSTP1
4.74893718239099e-09	-0.386935103414708	0.163	0.196	2.22625335429285e-08	Erythrocyte	UBC
1.16920974516108e-07	-0.345615972803396	0.087	0.116	4.89498505368917e-07	Erythrocyte	NPC2
5.69073468563244e-07	-0.368286398891718	0.178	0.204	2.23738286785549e-06	Erythrocyte	TALDO1
3.15328745158138e-06	-0.388217698415732	0.085	0.109	1.13654239195098e-05	Erythrocyte	ATP6V1G1
5.22015172513013e-06	-0.385751226121126	0.079	0.102	1.83917265184096e-05	Erythrocyte	LAMTOR4
5.68406980546896e-06	-0.329241553742036	0.118	0.143	1.99023566927933e-05	Erythrocyte	VAMP8
6.24844762716419e-06	-0.375799531147987	0.154	0.177	2.16416821345546e-05	Erythrocyte	BLOC1S1
9.40881941869952e-06	-0.354922479919436	0.247	0.259	3.20152154052836e-05	Erythrocyte	H3F3B
1.48018150131699e-05	-0.30963179501972	0.128	0.153	4.90726840076264e-05	Erythrocyte	CST7
3.47640741547101e-05	-0.357811853055275	0.162	0.181	0.000110048854098351	Erythrocyte	GLRX
9.20317388384705e-05	-0.415392925338251	0.094	0.113	0.000276696731148343	Erythrocyte	C4orf3
0.000219383336699777	-0.32603591700115	0.199	0.212	0.000618170504636431	Erythrocyte	MYL12B
0.000951999169150653	-0.34606377790444	0.134	0.148	0.00239055403785357	Erythrocyte	ANP32A
0.00275117609847464	-0.317784793923128	0.102	0.116	0.00633364281663226	Erythrocyte	TRAPPC1
0.00404338439104809	-0.374618614565273	0.133	0.144	0.00899616357863179	Erythrocyte	DDX5
0	1.83937273266709	0.478	0.08	0	Monocyte	LGALS1
0	1.7928051847618	0.283	0.017	0	Monocyte	ANXA2
0	1.73233354866697	0.304	0.039	0	Monocyte	CST3
0	1.69928625956783	0.28	0.024	0	Monocyte	MS4A6A
0	1.68770328481034	0.648	0.136	0	Monocyte	CD74
0	1.63871343137332	0.291	0.03	0	Monocyte	HLA-DRB1
0	1.49380778810997	0.369	0.06	0	Monocyte	HLA-DRA
0	1.47866914056451	0.226	0.022	0	Monocyte	S100A10
0	1.11069025472851	0.785	0.397	0	Monocyte	TMSB10
0	0.784258249715881	0.943	0.794	0	Monocyte	FTL
4.12087616657532e-277	-0.602092566145449	0.995	0.996	2.75724078054494e-274	Monocyte	S100A8
2.69348239665275e-271	1.31882204346506	0.174	0.021	1.65200253661369e-268	Monocyte	HLA-DPA1
5.66334421004509e-269	1.26508940752157	0.194	0.028	3.20632410661015e-266	Monocyte	HLA-DPB1
3.26784150905034e-253	1.18635902218358	0.133	0.011	1.71795096475789e-250	Monocyte	FGL2
1.44989907417209e-252	0.602556654204359	0.97	0.879	7.11417145727108e-250	Monocyte	B2M
3.52093828411977e-251	0.968456110413989	0.487	0.192	1.61963161069509e-248	Monocyte	S100A4
3.00504667626732e-241	-0.576501226212099	0.983	0.99	1.30100844337221e-238	Monocyte	S100A9
9.93982740100882e-228	1.04019754930324	0.128	0.012	4.06428498174583e-225	Monocyte	SAMHD1
4.48178529569041e-222	1.04779732954282	0.109	0.008	1.7361020934885e-219	Monocyte	RNASE6
2.25828244931558e-213	1.02928397909047	0.273	0.073	8.31047941348133e-211	Monocyte	PSME2
3.18022844865892e-201	0.921804340652555	0.489	0.216	1.11459435152998e-198	Monocyte	AIF1
5.06980005740024e-188	0.744571829337367	0.573	0.284	1.69607856465754e-185	Monocyte	RPS18
1.30312182073893e-176	1.12112795138758	0.136	0.021	3.99624025026606e-174	Monocyte	CPVL
8.93828225805199e-174	0.947270532909898	0.178	0.037	2.63143029677051e-171	Monocyte	TNFSF13B
8.09244929804236e-158	0.555432348361923	0.762	0.508	2.20594173457747e-155	Monocyte	RPS19
2.9479979603736e-157	1.15891565109472	0.222	0.064	7.74902321012488e-155	Monocyte	IFITM3
1.63635277015384e-154	0.895076277855137	0.269	0.088	4.01451879611074e-152	Monocyte	FOS
1.9989784659786e-153	0.840076890685158	0.25	0.078	4.74596177729113e-151	Monocyte	DBI
9.10489119726045e-140	0.908866523485721	0.294	0.11	1.97094115328932e-137	Monocyte	CTSS
4.40234928031537e-139	0.764597249397263	0.34	0.139	9.25751162946317e-137	Monocyte	GSTP1
1.91292644824755e-138	0.458799833496256	0.859	0.672	3.91087184975054e-136	Monocyte	RPS14
2.23900733977115e-134	0.625165480173763	0.5	0.261	4.45380919478802e-132	Monocyte	RPS13
1.36069862810881e-132	0.48956953471612	0.908	0.842	2.63545839549496e-130	Monocyte	LYZ
1.34179906929642e-127	0.604118104681977	0.558	0.315	2.40869296341991e-125	Monocyte	RPL19
3.93909899147475e-125	0.445024797006688	0.831	0.623	6.90280204220338e-123	Monocyte	RPL34
6.11549187378992e-124	0.862274721099257	0.125	0.026	1.04674465560683e-121	Monocyte	CTSB
2.35821141026666e-122	0.753119990471056	0.245	0.087	3.94464454080968e-120	Monocyte	NPC2
1.46055297010545e-116	0.54772734698845	0.653	0.423	2.38881552443914e-114	Monocyte	RPL7
1.2513238420626e-115	0.404526003518778	0.815	0.613	2.00211814730017e-113	Monocyte	RPS27
9.22252501735256e-115	-1.43600278557909	0.778	0.823	1.4442081729301e-112	Monocyte	HBB
8.8849382817958e-114	0.583447380050792	0.466	0.245	1.36235720320869e-111	Monocyte	RPLP0
1.53213762708387e-107	0.4863230485076	0.601	0.372	2.25530658706746e-105	Monocyte	PTMA
1.21852193193256e-105	0.538101403837111	0.518	0.294	1.72467719596609e-103	Monocyte	SH3BGRL3
6.55902104143044e-104	0.636616841833409	0.292	0.125	9.10837638960907e-102	Monocyte	ENO1
1.21916326423006e-103	0.467648657243215	0.683	0.456	1.6616743749506e-101	Monocyte	RPL31
2.34012684916536e-103	0.474880119714543	0.693	0.469	3.13151520179219e-101	Monocyte	RPS6
1.50559704281871e-101	0.527405571085168	0.5	0.273	1.97878468484745e-99	Monocyte	FTH1
3.81359925350275e-100	0.718166602665302	0.111	0.025	4.92422640452285e-98	Monocyte	MGST1
9.96045202239873e-97	0.663865213318609	0.305	0.139	1.22181544808091e-94	Monocyte	PSAP
6.2022002290066e-96	0.548311447517368	0.497	0.291	7.36261188475623e-94	Monocyte	RPL26
6.9841685873101e-96	0.468126499643289	0.589	0.367	8.15928266707974e-94	Monocyte	RPL15
3.12623028785582e-95	0.728748174579547	0.107	0.024	3.59516483103419e-93	Monocyte	PPT1
4.14589337142723e-95	0.642472569766055	0.169	0.054	4.69442695595453e-93	Monocyte	FXYD5
1.09156806045814e-94	0.457426875804525	0.72	0.513	1.2172637765109e-92	Monocyte	RPLP1
1.12275991969682e-94	0.468482597741098	0.594	0.375	1.23336015059233e-92	Monocyte	RPL27A
1.53917843092159e-94	0.643492542109344	0.269	0.115	1.66593430170336e-92	Monocyte	VAMP8
2.01957190813785e-94	0.504858865230187	0.541	0.327	2.15421003534704e-92	Monocyte	EEF1A1
9.46085754439262e-93	-1.18121801498729	0.722	0.772	9.94741593238996e-91	Monocyte	HBA2
1.79717895963012e-92	0.678132006851637	0.16	0.051	1.86299114688418e-90	Monocyte	MRPL33
3.90446438598236e-89	0.495176710323289	0.555	0.351	3.93655587408632e-87	Monocyte	RPS24
1.01005649351518e-88	0.506041020535014	0.438	0.241	1.00459672868537e-86	Monocyte	RPS21
5.60950127652929e-87	0.611109893572486	0.169	0.057	5.50479058603407e-85	Monocyte	SELL
1.65794247343026e-85	0.458603432801506	0.596	0.386	1.60558639532194e-83	Monocyte	RPS3A
7.77343672438128e-85	0.499750816402593	0.384	0.204	7.43019406382419e-83	Monocyte	RPL36A
1.61860826759493e-84	0.506027637267514	0.455	0.262	1.52730216019214e-82	Monocyte	RPS16
7.62172431409771e-84	0.621954770287422	0.127	0.036	7.1007456900961e-82	Monocyte	AP1S2
1.43095022030209e-82	0.424763988032454	0.594	0.385	1.30022143474362e-80	Monocyte	RPS29
3.30018675335997e-82	0.459707906285479	0.477	0.281	2.92643066322041e-80	Monocyte	RPL3
4.2268693494361e-82	0.445592979073734	0.559	0.355	3.70354266807735e-80	Monocyte	RPS3
1.37107116914041e-81	0.406350571032184	0.682	0.483	1.18718632998511e-79	Monocyte	SERF2
5.64524900582405e-81	0.608976368559571	0.27	0.126	4.83128287010059e-79	Monocyte	RPL23A
6.37449787323193e-81	0.483391979143872	0.531	0.333	5.39267866057322e-79	Monocyte	RPL10
1.29613134142173e-80	0.447172762475443	0.519	0.32	1.08403712191635e-78	Monocyte	RPS20
1.55632041273819e-79	0.45925619665023	0.531	0.333	1.28702452109585e-77	Monocyte	RPL13
2.01293179937225e-78	0.452437419696601	0.555	0.358	1.64484256149001e-76	Monocyte	RPL11
2.03370479749445e-78	0.434930398880872	0.578	0.372	1.64484256149001e-76	Monocyte	RPS23
2.73679038768956e-78	0.420861744095182	0.607	0.402	2.16589002724679e-76	Monocyte	RPL32
3.92051375966197e-77	0.70363208693842	0.123	0.037	3.03736644959075e-75	Monocyte	TAGLN2
8.422064050284e-77	0.631178565360778	0.127	0.039	6.39034962990621e-75	Monocyte	PSMB8
1.43919509661525e-75	0.465993671215216	0.411	0.231	1.08086488888655e-73	Monocyte	RPL37A
1.86464656963084e-75	0.552732581109955	0.299	0.149	1.38624229823061e-73	Monocyte	COX6C
7.88228465195445e-75	0.508601993012137	0.277	0.131	5.80136150383847e-73	Monocyte	ARPC1B
1.80078566077346e-74	0.478442140353758	0.393	0.221	1.29939043757772e-72	Monocyte	RPS9
2.10655682281636e-74	0.652171224216223	0.116	0.035	1.50526778795421e-72	Monocyte	HIGD2A
3.24319144441922e-74	0.421176077891611	0.461	0.272	2.27332276485004e-72	Monocyte	RPL13A
1.40528674401816e-73	0.486404903063578	0.393	0.222	9.75746267544687e-72	Monocyte	PABPC1
2.25930235826973e-73	0.518525029346911	0.413	0.241	1.5540621828846e-71	Monocyte	RPL18A
3.44800658631486e-73	0.426249513028782	0.497	0.304	2.34975263659975e-71	Monocyte	RPL36
3.96030710525379e-73	0.448451090863822	0.503	0.315	2.67411562336403e-71	Monocyte	RPS4X
